"ID","Churned","Age","Married","Cust_years","Churned_contacts"
"5056",0,44,0,2,1
"5057",0,26,1,2,1
"5058",0,61,0,5,1
"5059",0,39,0,2,1
"5060",0,65,0,3,3
"5061",0,48,1,3,3
"5062",0,62,0,3,1
"5063",1,18,0,3,2
"5064",0,34,1,3,1
"5065",0,57,1,4,1
"5066",1,34,0,4,2
"5067",0,64,1,4,2
"5068",0,61,1,2,1
"5069",1,19,1,3,0
"5070",0,63,0,4,2
"5071",0,45,0,3,2
"5072",0,28,1,6,0
"5073",0,48,0,3,2
"5074",0,30,1,3,1
"5075",1,32,0,3,3
"5076",0,49,0,2,1
"5077",0,63,0,3,1
"5078",0,61,1,3,1
"5079",0,55,0,4,2
"5080",1,27,0,3,1
"5081",0,47,1,2,0
"5082",0,48,1,4,0
"5083",0,57,1,3,1
"5084",0,34,0,2,2
"5085",0,56,1,5,2
"5086",0,46,0,4,2
"5087",0,28,0,2,3
"5088",0,48,0,3,1
"5089",1,24,1,4,3
"5090",0,64,0,3,1
"5091",0,43,0,1,2
"5092",1,25,0,3,2
"5093",1,18,1,4,2
"5094",0,65,0,3,1
"5095",0,58,0,3,0
"5096",0,58,0,5,2
"5097",0,56,1,2,0
"5098",0,59,1,3,1
"5099",1,30,0,2,3
"5100",0,62,0,2,2
"5101",0,33,1,4,2
"5102",0,24,0,6,2
"5103",0,40,0,2,3
"5104",0,38,0,3,1
"5105",0,39,0,3,1
"5106",0,29,0,4,2
"5107",0,59,0,6,3
"5108",0,43,0,3,0
"5109",0,40,1,3,2
"5110",0,62,1,5,3
"5111",0,37,0,5,1
"5112",0,64,1,4,2
"5113",0,43,0,1,1
"5114",0,31,0,4,0
"5115",0,50,1,5,0
"5116",0,44,0,5,3
"5117",0,44,0,3,0
"5118",0,41,1,5,2
"5119",0,63,0,3,1
"5120",0,23,0,2,1
"5121",0,65,0,4,2
"5122",1,20,0,5,1
"5123",0,32,0,3,1
"5124",0,61,1,3,1
"5125",0,53,0,2,2
"5126",0,42,0,2,3
"5127",0,48,0,5,1
"5128",1,33,1,4,2
"5129",1,20,1,2,1
"5130",1,37,1,2,1
"5131",0,65,0,2,3
"5132",0,64,1,3,1
"5133",0,54,0,4,2
"5134",1,28,1,3,0
"5135",0,52,0,2,3
"5136",0,32,1,4,2
"5137",1,23,0,4,3
"5138",0,42,1,3,2
"5139",0,55,1,2,2
"5140",0,32,1,2,3
"5141",0,24,0,4,1
"5142",0,42,0,3,3
"5143",0,45,0,3,2
"5144",0,62,1,3,2
"5145",1,36,1,2,2
"5146",0,58,0,2,3
"5147",0,41,0,2,0
"5148",0,22,1,3,0
"5149",0,59,1,3,3
"5150",0,50,0,4,0
"5151",0,55,1,4,0
"5152",0,26,1,2,1
"5153",0,59,0,2,3
"5154",0,35,0,3,1
"5155",0,24,0,4,1
"5156",1,34,1,4,2
"5157",1,24,1,3,1
"5158",0,59,0,4,2
"5159",0,41,1,2,1
"5160",0,53,1,4,3
"5161",1,25,1,5,3
"5162",1,33,1,3,1
"5163",0,60,1,4,0
"5164",1,27,1,2,2
"5165",1,25,0,4,2
"5166",1,39,0,3,1
"5167",0,63,0,6,0
"5168",0,38,1,3,2
"5169",0,34,0,4,3
"5170",0,61,0,3,1
"5171",0,29,0,2,3
"5172",0,57,0,3,3
"5173",0,64,0,3,1
"5174",0,39,0,6,3
"5175",1,29,0,2,1
"5176",0,34,1,3,3
"5177",0,40,1,2,0
"5178",1,20,0,3,3
"5179",0,53,0,7,1
"5180",0,47,0,2,0
"5181",0,31,1,4,1
"5182",0,59,0,3,2
"5183",0,33,0,2,0
"5184",1,30,0,4,3
"5185",1,26,0,2,3
"5186",0,35,1,5,2
"5187",0,31,0,3,2
"5188",0,50,1,3,1
"5189",0,59,0,6,1
"5190",0,33,1,3,0
"5191",0,63,1,5,1
"5192",0,52,1,5,2
"5193",0,35,0,5,2
"5194",0,41,0,4,1
"5195",1,29,0,4,1
"5196",0,63,1,2,2
"5197",0,29,1,3,2
"5198",0,50,0,3,0
"5199",0,48,1,2,0
"5200",0,59,0,6,3
"5201",0,50,0,6,1
"5202",0,54,0,3,1
"5203",1,35,1,3,1
"5204",0,23,1,4,1
"5205",0,38,0,2,1
"5206",0,64,0,4,2
"5207",0,59,1,2,3
"5208",0,63,0,1,0
"5209",1,21,0,4,2
"5210",0,32,1,4,1
"5211",0,20,0,2,1
"5212",0,28,0,4,1
"5213",0,42,0,3,0
"5214",0,25,1,3,2
"5215",1,42,1,3,2
"5216",0,61,1,4,1
"5217",0,44,1,3,1
"5218",1,20,1,4,2
"5219",0,62,0,4,2
"5220",0,43,0,2,3
"5221",0,19,1,3,0
"5222",0,43,1,3,2
"5223",1,39,1,2,3
"5224",1,52,0,2,0
"5225",1,22,1,5,1
"5226",1,21,1,3,1
"5227",0,22,1,4,0
"5228",0,59,1,3,1
"5229",0,59,1,3,3
"5230",0,43,0,3,0
"5231",1,25,0,3,0
"5232",0,38,0,2,2
"5233",1,30,0,5,0
"5234",0,51,0,3,3
"5235",0,44,0,3,2
"5236",1,21,0,4,2
"5237",0,46,0,4,1
"5238",0,59,0,3,3
"5239",0,63,0,4,0
"5240",0,64,1,4,2
"5241",0,34,1,6,3
"5242",0,33,0,3,2
"5243",0,19,0,5,1
"5244",1,28,1,3,2
"5245",1,19,0,2,2
"5246",0,37,1,4,1
"5247",0,41,1,5,1
"5248",0,51,1,3,1
"5249",0,47,0,4,2
"5250",0,59,0,3,1
"5251",0,37,0,3,2
"5252",1,30,0,5,2
"5253",0,51,0,3,1
"5254",0,34,1,2,0
"5255",0,62,1,3,1
"5256",1,26,1,2,2
"5257",0,47,1,2,3
"5258",0,58,1,4,1
"5259",0,29,0,2,2
"5260",0,62,1,3,2
"5261",0,46,1,2,2
"5262",0,47,0,3,3
"5263",0,50,1,3,1
"5264",0,25,1,1,1
"5265",0,35,1,5,0
"5266",0,44,1,2,1
"5267",0,54,1,3,1
"5268",0,56,0,3,0
"5269",0,44,0,3,1
"5270",1,24,0,4,2
"5271",0,25,0,3,3
"5272",0,39,1,3,1
"5273",0,30,0,3,1
"5274",0,34,1,4,3
"5275",0,59,1,2,2
"5276",0,49,0,3,1
"5277",0,55,1,4,3
"5278",0,41,1,2,2
"5279",0,56,0,3,2
"5280",0,38,0,4,3
"5281",0,39,1,5,1
"5282",0,51,1,3,0
"5283",0,50,1,2,1
"5284",0,31,1,3,1
"5285",0,31,0,5,2
"5286",0,45,0,3,0
"5287",0,45,0,3,1
"5288",0,61,0,4,2
"5289",0,51,1,3,3
"5290",0,31,0,2,1
"5291",0,46,1,2,1
"5292",0,64,1,2,0
"5293",0,63,1,4,3
"5294",0,19,0,2,2
"5295",0,43,0,2,1
"5296",0,61,0,5,0
"5297",1,25,0,2,3
"5298",0,43,0,3,3
"5299",0,51,1,3,0
"5300",0,43,1,2,2
"5301",0,41,1,3,1
"5302",0,60,1,5,1
"5303",0,31,1,2,3
"5304",0,32,1,6,1
"5305",0,56,0,3,1
"5306",0,51,0,6,0
"5307",0,41,0,2,2
"5308",0,32,0,2,0
"5309",0,51,0,5,1
"5310",1,19,0,4,2
"5311",0,55,0,3,2
"5312",0,47,1,5,1
"5313",0,54,1,3,1
"5314",0,49,1,4,2
"5315",0,25,0,6,3
"5316",0,42,1,4,2
"5317",0,57,0,4,1
"5318",0,25,0,3,1
"5319",0,35,1,4,0
"5320",0,48,0,3,2
"5321",0,27,0,3,0
"5322",0,61,0,3,0
"5323",0,45,0,5,1
"5324",0,36,1,3,1
"5325",0,56,1,3,0
"5326",1,44,0,2,1
"5327",0,42,0,4,0
"5328",0,56,0,3,1
"5329",0,57,1,6,2
"5330",1,19,0,2,2
"5331",0,60,1,3,1
"5332",0,56,1,1,2
"5333",0,42,0,3,3
"5334",0,56,1,4,0
"5335",0,18,0,5,1
"5336",0,38,1,2,2
"5337",0,26,1,2,2
"5338",0,51,0,6,2
"5339",0,48,1,3,3
"5340",0,36,0,5,1
"5341",0,25,1,3,1
"5342",0,30,0,4,1
"5343",1,23,0,3,1
"5344",1,31,1,5,2
"5345",0,56,1,3,0
"5346",0,56,0,3,0
"5347",0,33,1,3,0
"5348",0,49,0,2,0
"5349",0,42,1,4,1
"5350",0,54,1,2,0
"5351",0,39,1,3,2
"5352",0,61,0,4,1
"5353",0,60,1,2,2
"5354",0,53,0,3,1
"5355",1,38,0,2,2
"5356",0,20,1,3,0
"5357",0,24,0,2,3
"5358",0,60,1,2,1
"5359",0,24,0,3,2
"5360",0,39,1,2,1
"5361",0,65,0,2,0
"5362",0,40,1,3,1
"5363",0,58,0,2,1
"5364",0,27,0,3,3
"5365",0,33,0,3,0
"5366",0,42,0,2,2
"5367",0,34,0,3,2
"5368",0,55,1,5,3
"5369",0,33,1,3,3
"5370",0,32,0,5,1
"5371",0,54,0,3,2
"5372",0,55,0,3,2
"5373",0,63,1,5,2
"5374",0,32,1,3,3
"5375",1,20,1,3,2
"5376",0,50,0,3,1
"5377",0,57,1,2,0
"5378",0,59,0,6,3
"5379",1,21,0,3,1
"5380",0,38,0,3,0
"5381",0,32,0,5,2
"5382",0,41,0,2,1
"5383",0,26,1,4,3
"5384",0,52,0,3,3
"5385",1,20,1,3,1
"5386",1,21,0,3,3
"5387",0,56,0,4,1
"5388",0,44,0,2,1
"5389",1,36,1,3,0
"5390",0,34,1,4,2
"5391",0,48,1,3,2
"5392",1,41,0,3,3
"5393",0,51,0,4,0
"5394",1,20,0,3,3
"5395",0,60,0,2,0
"5396",0,41,1,3,1
"5397",0,37,0,1,3
"5398",0,39,0,3,2
"5399",0,57,1,5,1
"5400",0,55,1,3,0
"5401",0,49,1,5,1
"5402",1,21,0,4,0
"5403",0,55,0,3,2
"5404",0,44,0,5,0
"5405",0,41,0,3,1
"5406",0,24,0,2,1
"5407",1,20,0,4,3
"5408",1,35,0,2,2
"5409",0,26,1,2,1
"5410",0,41,0,4,2
"5411",1,29,0,5,1
"5412",1,26,0,2,3
"5413",0,39,0,3,1
"5414",1,25,1,2,0
"5415",0,59,0,3,1
"5416",0,36,0,3,0
"5417",0,54,0,4,1
"5418",0,44,1,3,0
"5419",0,43,0,3,2
"5420",0,58,0,3,2
"5421",0,63,0,3,0
"5422",0,48,0,2,3
"5423",0,58,0,3,1
"5424",0,40,1,3,1
"5425",0,59,0,3,0
"5426",0,56,1,2,2
"5427",0,45,1,3,3
"5428",0,19,0,2,1
"5429",0,32,1,2,2
"5430",0,44,0,2,0
"5431",0,26,0,4,3
"5432",0,46,0,2,2
"5433",0,23,1,5,2
"5434",0,37,1,3,2
"5435",1,22,1,2,1
"5436",1,35,1,3,1
"5437",0,44,0,3,3
"5438",0,50,0,2,1
"5439",0,53,1,2,2
"5440",0,60,1,3,1
"5441",0,63,0,3,2
"5442",1,31,0,2,1
"5443",0,62,1,4,1
"5444",0,53,0,4,2
"5445",0,42,1,2,1
"5446",1,33,0,2,2
"5447",0,38,1,3,0
"5448",0,42,0,4,2
"5449",0,44,0,3,2
"5450",0,58,1,2,3
"5451",0,34,1,4,1
"5452",0,23,1,2,2
"5453",0,53,1,3,1
"5454",1,25,0,3,1
"5455",0,36,0,4,1
"5456",1,19,0,4,1
"5457",0,30,0,2,1
"5458",0,54,1,5,1
"5459",1,18,0,1,0
"5460",0,25,0,2,1
"5461",0,27,1,4,2
"5462",0,57,1,2,1
"5463",0,46,0,2,1
"5464",0,63,0,5,2
"5465",0,55,1,4,1
"5466",0,37,1,3,2
"5467",1,28,1,5,3
"5468",0,50,0,5,2
"5469",0,62,1,4,1
"5470",0,63,0,2,1
"5471",1,19,1,4,0
"5472",0,22,0,3,1
"5473",0,52,0,3,0
"5474",0,32,1,3,3
"5475",0,29,0,3,2
"5476",0,54,0,3,2
"5477",0,29,1,3,2
"5478",0,20,1,2,1
"5479",0,53,0,4,2
"5480",0,53,1,3,1
"5481",0,40,1,2,3
"5482",0,43,0,3,1
"5483",0,41,0,4,1
"5484",0,31,0,3,1
"5485",1,28,0,2,0
"5486",0,33,0,4,3
"5487",0,51,0,3,2
"5488",0,43,0,4,3
"5489",0,36,0,2,1
"5490",0,43,1,2,3
"5491",0,50,0,2,1
"5492",0,52,0,3,1
"5493",0,51,0,3,0
"5494",0,62,0,4,2
"5495",1,18,1,3,2
"5496",0,19,0,3,2
"5497",0,63,0,3,2
"5498",0,51,1,4,1
"5499",0,56,1,5,0
"5500",0,58,0,4,0
"5501",0,50,1,3,2
"5502",1,25,1,5,1
"5503",1,27,0,5,3
"5504",0,57,1,5,1
"5505",0,51,1,3,1
"5506",0,35,0,2,2
"5507",0,43,1,2,1
"5508",0,53,1,2,3
"5509",0,36,0,2,3
"5510",0,62,1,3,3
"5511",0,28,1,1,3
"5512",0,64,1,4,0
"5513",0,25,1,3,0
"5514",0,48,0,5,2
"5515",0,51,1,4,1
"5516",0,49,1,2,1
"5517",0,46,1,2,0
"5518",0,32,0,2,2
"5519",0,62,1,2,3
"5520",1,23,1,2,0
"5521",0,31,1,4,0
"5522",1,31,1,4,3
"5523",0,59,0,2,1
"5524",1,27,1,3,2
"5525",0,47,1,2,2
"5526",0,60,1,3,2
"5527",0,36,1,3,2
"5528",0,49,0,4,3
"5529",0,37,1,4,2
"5530",0,56,0,3,0
"5531",0,63,1,3,1
"5532",1,37,1,4,2
"5533",0,62,0,3,0
"5534",0,44,0,2,1
"5535",0,55,0,4,2
"5536",0,36,0,3,2
"5537",0,35,0,3,0
"5538",0,62,0,3,1
"5539",0,49,0,2,2
"5540",1,28,0,6,1
"5541",1,23,0,2,2
"5542",0,23,0,4,1
"5543",0,42,0,2,1
"5544",0,35,1,4,0
"5545",0,51,0,2,2
"5546",0,25,1,2,1
"5547",1,30,0,3,2
"5548",1,26,1,3,2
"5549",0,56,1,2,2
"5550",0,48,0,3,2
"5551",0,42,1,2,1
"5552",0,26,0,3,1
"5553",1,20,0,3,2
"5554",1,24,0,3,3
"5555",0,32,1,3,0
"5556",0,34,0,2,2
"5557",1,20,1,2,0
"5558",0,51,1,3,1
"5559",0,39,1,4,1
"5560",0,51,0,4,2
"5561",1,20,1,4,3
"5562",0,42,0,4,2
"5563",0,61,0,3,3
"5564",1,20,0,3,3
"5565",0,55,0,3,0
"5566",0,59,1,3,0
"5567",0,24,1,2,3
"5568",1,22,1,4,1
"5569",0,38,0,3,2
"5570",1,21,1,3,2
"5571",0,53,0,3,2
"5572",0,24,1,3,2
"5573",0,53,1,3,2
"5574",0,42,1,3,0
"5575",1,20,1,4,2
"5576",0,64,1,3,0
"5577",0,63,0,3,1
"5578",1,22,1,3,3
"5579",1,25,0,4,3
"5580",0,34,1,3,0
"5581",0,39,1,2,2
"5582",0,49,0,4,1
"5583",1,25,0,2,1
"5584",0,59,0,4,2
"5585",0,48,1,4,2
"5586",0,31,0,5,1
"5587",0,55,1,3,1
"5588",0,60,0,6,0
"5589",0,49,1,4,0
"5590",0,55,1,2,2
"5591",1,25,1,1,3
"5592",0,54,0,4,2
"5593",0,21,0,2,3
"5594",0,54,1,2,3
"5595",1,21,1,3,3
"5596",0,61,1,2,3
"5597",1,26,0,4,3
"5598",0,54,0,4,1
"5599",0,38,1,3,0
"5600",1,21,0,2,0
"5601",0,28,1,3,1
"5602",0,56,0,3,1
"5603",0,46,0,3,2
"5604",0,53,1,3,0
"5605",0,33,1,2,1
"5606",1,23,0,6,0
"5607",0,30,0,2,1
"5608",0,61,1,4,1
"5609",0,34,1,4,2
"5610",0,51,1,2,1
"5611",0,50,0,4,1
"5612",0,36,0,7,1
"5613",0,50,0,4,0
"5614",0,55,1,2,2
"5615",1,31,0,3,1
"5616",0,45,0,2,2
"5617",0,53,1,5,2
"5618",1,19,1,3,1
"5619",0,31,1,4,2
"5620",1,51,1,2,2
"5621",0,34,0,3,1
"5622",1,19,1,3,2
"5623",0,34,1,2,0
"5624",0,55,0,2,0
"5625",1,20,0,3,0
"5626",0,59,0,2,2
"5627",0,59,0,3,1
"5628",0,47,1,4,2
"5629",0,52,1,3,1
"5630",1,40,1,2,2
"5631",0,65,0,4,2
"5632",0,63,1,3,2
"5633",0,33,1,3,2
"5634",0,63,1,4,1
"5635",0,49,0,3,2
"5636",0,50,1,3,1
"5637",0,34,0,3,1
"5638",0,55,0,2,0
"5639",0,44,1,5,3
"5640",0,53,1,3,0
"5641",1,20,0,2,1
"5642",0,40,1,2,1
"5643",0,55,1,2,1
"5644",0,42,1,2,2
"5645",0,51,1,4,1
"5646",0,56,0,2,2
"5647",0,53,1,2,1
"5648",0,61,1,2,1
"5649",0,48,0,3,2
"5650",1,19,0,4,0
"5651",0,32,1,2,2
"5652",1,21,0,2,3
"5653",0,35,1,4,3
"5654",0,47,1,2,1
"5655",0,24,0,6,3
"5656",0,64,0,2,1
"5657",1,26,0,5,3
"5658",1,24,0,2,1
"5659",0,46,0,3,1
"5660",1,33,1,2,2
"5661",0,60,0,4,0
"5662",0,60,0,3,1
"5663",1,25,0,2,2
"5664",0,33,1,5,2
"5665",0,46,0,3,3
"5666",1,18,0,4,1
"5667",0,35,1,3,1
"5668",0,47,1,2,2
"5669",0,59,0,2,2
"5670",1,24,0,5,1
"5671",0,40,1,2,3
"5672",0,56,0,7,0
"5673",0,43,1,4,2
"5674",0,43,1,2,0
"5675",0,53,1,4,2
"5676",1,30,0,3,0
"5677",0,48,1,3,3
"5678",0,51,1,3,1
"5679",0,52,1,4,2
"5680",0,63,1,4,2
"5681",0,29,0,5,3
"5682",1,20,0,3,1
"5683",0,30,0,3,2
"5684",0,64,1,3,1
"5685",0,25,0,3,2
"5686",0,56,0,4,1
"5687",0,33,0,4,2
"5688",0,23,0,2,2
"5689",1,19,1,3,1
"5690",0,64,1,3,0
"5691",1,62,1,3,3
"5692",0,60,0,2,2
"5693",0,49,0,3,1
"5694",0,35,0,4,0
"5695",1,21,1,2,2
"5696",0,64,1,3,1
"5697",0,46,1,2,2
"5698",0,52,1,2,0
"5699",0,44,0,3,0
"5700",0,36,1,3,2
"5701",0,62,1,3,1
"5702",0,49,0,2,3
"5703",1,19,1,2,2
"5704",0,29,0,3,2
"5705",0,40,0,4,3
"5706",0,39,1,5,1
"5707",0,60,1,2,0
"5708",1,19,1,2,3
"5709",0,42,1,3,1
"5710",0,53,0,5,1
"5711",0,36,1,3,0
"5712",0,31,1,3,1
"5713",1,21,1,2,3
"5714",1,20,1,3,2
"5715",0,56,1,5,1
"5716",0,34,0,6,0
"5717",0,35,0,4,2
"5718",0,20,0,4,1
"5719",0,61,0,2,1
"5720",0,34,1,2,1
"5721",0,60,1,8,0
"5722",1,32,1,3,2
"5723",0,64,1,4,0
"5724",0,20,0,3,1
"5725",0,64,1,5,1
"5726",0,29,0,4,1
"5727",0,53,0,4,2
"5728",1,24,1,3,3
"5729",0,44,0,3,1
"5730",0,21,0,3,1
"5731",1,20,0,4,1
"5732",1,19,1,3,1
"5733",1,30,0,2,2
"5734",0,61,0,2,3
"5735",0,51,0,2,1
"5736",1,29,1,3,3
"5737",0,33,1,3,3
"5738",0,28,0,3,1
"5739",0,50,1,2,1
"5740",0,58,0,4,3
"5741",0,29,0,2,1
"5742",0,36,0,2,3
"5743",0,45,1,4,2
"5744",0,32,0,2,3
"5745",0,55,1,2,1
"5746",0,19,0,3,2
"5747",0,59,1,2,1
"5748",0,20,1,3,2
"5749",0,34,0,3,2
"5750",0,43,0,3,3
"5751",0,34,1,2,1
"5752",0,29,0,5,0
"5753",0,42,0,2,2
"5754",1,22,0,3,1
"5755",0,37,1,3,1
"5756",0,43,0,4,1
"5757",1,19,0,3,0
"5758",0,57,0,4,1
"5759",1,41,1,6,1
"5760",1,23,1,3,2
"5761",0,39,0,2,2
"5762",1,18,1,5,1
"5763",0,51,0,2,1
"5764",1,19,1,3,0
"5765",0,42,0,7,0
"5766",0,35,0,4,0
"5767",0,33,1,4,3
"5768",0,59,0,5,1
"5769",0,41,1,4,1
"5770",0,63,1,3,2
"5771",0,64,1,2,2
"5772",1,19,0,3,3
"5773",0,32,1,3,1
"5774",0,53,0,3,2
"5775",1,43,1,1,1
"5776",0,38,0,3,2
"5777",0,44,0,5,2
"5778",0,61,1,2,1
"5779",0,40,0,5,0
"5780",0,61,0,2,1
"5781",0,18,1,3,0
"5782",0,36,0,4,2
"5783",0,42,0,3,3
"5784",0,33,1,3,2
"5785",0,64,0,3,1
"5786",0,37,1,4,1
"5787",1,25,1,2,1
"5788",1,28,1,2,3
"5789",1,29,1,4,3
"5790",1,29,1,3,0
"5791",1,51,1,2,1
"5792",0,61,1,3,1
"5793",1,24,0,1,2
"5794",0,63,0,2,2
"5795",1,19,1,2,2
"5796",1,54,1,4,1
"5797",1,22,1,3,3
"5798",0,23,1,3,2
"5799",1,36,1,2,2
"5800",0,31,0,2,0
"5801",1,38,0,2,1
"5802",0,19,1,4,0
"5803",0,51,0,4,3
"5804",0,57,0,3,1
"5805",0,60,0,7,1
"5806",0,33,0,4,0
"5807",0,34,1,3,1
"5808",0,49,1,2,1
"5809",0,55,1,2,2
"5810",0,58,0,4,1
"5811",0,58,0,3,1
"5812",0,55,0,4,2
"5813",0,42,1,2,0
"5814",0,32,1,4,3
"5815",0,31,1,4,2
"5816",0,43,1,2,2
"5817",1,37,0,4,3
"5818",0,37,1,4,1
"5819",1,28,1,1,1
"5820",0,55,0,3,2
"5821",1,20,0,4,3
"5822",0,42,1,4,3
"5823",0,37,1,3,0
"5824",0,32,0,2,2
"5825",0,52,1,2,0
"5826",0,22,0,2,1
"5827",0,38,1,3,3
"5828",0,18,1,2,0
"5829",0,44,0,2,2
"5830",0,39,1,2,1
"5831",0,27,0,2,3
"5832",1,25,0,3,1
"5833",0,23,1,3,1
"5834",0,50,1,5,2
"5835",0,22,1,5,1
"5836",0,46,0,4,1
"5837",0,54,0,3,1
"5838",0,46,1,4,1
"5839",0,35,1,4,1
"5840",0,43,1,3,0
"5841",0,52,1,2,3
"5842",0,41,1,5,2
"5843",1,19,1,3,1
"5844",0,31,0,2,3
"5845",0,47,0,5,0
"5846",0,60,0,3,2
"5847",0,36,0,3,3
"5848",0,55,1,3,2
"5849",0,27,1,2,3
"5850",0,57,0,4,3
"5851",0,46,1,2,1
"5852",0,47,0,4,2
"5853",1,21,0,3,2
"5854",0,49,1,2,2
"5855",0,62,0,3,3
"5856",1,26,1,2,1
"5857",0,20,0,3,0
"5858",0,47,1,4,2
"5859",0,33,1,3,0
"5860",1,26,1,3,1
"5861",0,53,1,1,2
"5862",0,52,1,4,1
"5863",0,30,1,3,3
"5864",0,28,0,4,1
"5865",0,43,0,3,1
"5866",0,58,1,3,2
"5867",1,24,0,3,1
"5868",0,30,1,3,1
"5869",0,30,1,2,2
"5870",0,43,1,5,0
"5871",0,58,1,2,0
"5872",0,30,0,3,2
"5873",0,44,1,2,2
"5874",1,24,0,4,2
"5875",0,61,0,3,2
"5876",0,50,1,3,1
"5877",0,31,1,4,2
"5878",0,56,1,3,0
"5879",0,60,1,5,0
"5880",0,39,1,3,3
"5881",0,62,1,2,1
"5882",0,36,1,4,0
"5883",0,59,1,4,2
"5884",0,59,1,3,1
"5885",1,40,0,2,3
"5886",0,54,0,2,1
"5887",0,42,1,2,0
"5888",0,39,0,2,3
"5889",0,34,0,3,2
"5890",0,64,0,2,2
"5891",0,63,0,2,0
"5892",0,46,0,5,0
"5893",1,27,0,3,2
"5894",0,47,0,3,2
"5895",0,41,0,4,1
"5896",1,18,0,4,2
"5897",0,44,1,2,0
"5898",0,45,1,4,1
"5899",1,20,0,3,1
"5900",0,42,1,3,2
"5901",1,23,1,3,2
"5902",0,39,1,2,2
"5903",0,58,1,3,2
"5904",0,53,1,3,1
"5905",0,34,1,4,2
"5906",0,29,0,4,2
"5907",0,57,1,6,1
"5908",0,49,0,2,2
"5909",0,35,1,2,3
"5910",0,54,0,4,2
"5911",0,34,0,3,0
"5912",0,56,1,3,2
"5913",1,24,0,4,1
"5914",0,19,0,3,3
"5915",1,19,0,2,1
"5916",0,64,1,1,2
"5917",0,41,0,3,1
"5918",0,59,1,3,3
"5919",1,27,1,4,1
"5920",1,28,0,2,0
"5921",0,63,1,3,0
"5922",0,51,0,3,0
"5923",0,45,0,3,0
"5924",1,28,0,2,2
"5925",0,51,0,2,2
"5926",0,54,1,4,3
"5927",1,27,0,2,0
"5928",0,47,0,2,2
"5929",0,59,0,4,2
"5930",1,20,0,1,3
"5931",0,38,1,5,1
"5932",0,63,1,3,1
"5933",0,43,1,4,3
"5934",0,47,0,2,0
"5935",0,57,1,5,0
"5936",0,27,0,2,1
"5937",1,31,0,3,0
"5938",1,50,1,6,2
"5939",0,43,0,6,2
"5940",0,28,1,2,1
"5941",0,58,0,5,3
"5942",0,23,0,3,2
"5943",0,47,1,9,3
"5944",1,29,0,3,1
"5945",1,18,0,2,1
"5946",0,41,1,2,1
"5947",0,53,0,4,1
"5948",0,59,0,5,2
"5949",0,35,1,3,0
"5950",0,35,0,2,2
"5951",1,26,1,3,3
"5952",0,48,0,2,3
"5953",0,59,0,3,2
"5954",0,28,1,3,1
"5955",1,28,1,3,2
"5956",0,61,1,3,3
"5957",1,37,0,6,1
"5958",0,39,0,3,1
"5959",0,60,1,3,2
"5960",0,59,0,3,1
"5961",0,44,0,4,1
"5962",0,62,1,2,2
"5963",0,46,0,3,2
"5964",0,41,1,3,1
"5965",1,21,1,2,0
"5966",1,22,1,3,2
"5967",0,39,0,4,0
"5968",0,42,1,4,1
"5969",0,28,0,4,1
"5970",0,41,1,4,1
"5971",0,20,0,3,2
"5972",0,63,1,4,1
"5973",0,36,0,2,3
"5974",1,32,1,3,2
"5975",1,27,1,4,2
"5976",0,51,1,4,1
"5977",1,28,0,3,0
"5978",0,36,0,2,2
"5979",0,49,0,4,1
"5980",0,60,1,1,1
"5981",0,34,1,4,2
"5982",0,41,0,3,1
"5983",0,57,1,3,2
"5984",1,25,1,3,2
"5985",0,23,0,2,1
"5986",0,39,1,3,1
"5987",0,56,0,2,2
"5988",0,54,0,2,1
"5989",0,58,0,3,2
"5990",0,20,0,3,1
"5991",0,39,0,4,0
"5992",1,30,1,3,1
"5993",0,64,0,4,1
"5994",0,43,1,4,2
"5995",1,32,1,3,1
"5996",0,37,0,3,1
"5997",0,31,1,3,1
"5998",1,30,1,2,3
"5999",1,37,1,3,2
"6000",1,25,0,3,2
"6001",0,62,0,2,1
"6002",0,55,1,3,1
"6003",0,33,0,3,2
"6004",0,26,1,5,1
"6005",0,41,0,3,2
"6006",0,53,0,3,3
"6007",0,39,0,3,0
"6008",0,46,1,4,1
"6009",0,37,1,4,2
"6010",0,41,0,3,0
"6011",0,23,1,3,1
"6012",1,35,1,3,2
"6013",0,29,1,3,2
"6014",0,54,0,2,2
"6015",1,44,0,2,1
"6016",1,21,0,3,2
"6017",1,18,0,2,2
"6018",0,62,1,3,2
"6019",0,54,1,3,2
"6020",1,29,0,4,2
"6021",0,41,1,2,2
"6022",0,39,0,2,3
"6023",0,51,0,4,0
"6024",0,27,0,3,2
"6025",0,36,1,3,2
"6026",0,30,1,3,1
"6027",0,36,1,2,1
"6028",0,49,0,4,1
"6029",0,39,1,3,2
"6030",0,27,0,3,2
"6031",1,22,1,3,2
"6032",1,25,0,2,1
"6033",0,22,1,2,2
"6034",1,19,1,2,3
"6035",0,53,0,4,1
"6036",0,53,1,3,0
"6037",1,22,0,3,3
"6038",0,49,0,3,1
"6039",0,33,1,2,0
"6040",0,44,1,2,1
"6041",0,51,0,4,1
"6042",0,21,0,4,2
"6043",0,32,0,3,2
"6044",0,36,0,7,1
"6045",1,37,1,2,1
"6046",0,53,0,2,2
"6047",1,33,0,5,2
"6048",0,37,0,3,2
"6049",0,59,0,2,2
"6050",0,24,1,4,3
"6051",0,61,1,3,2
"6052",0,57,0,3,1
