title,date,summary
Amazing,"Reviewed May 15, 2018 ","Breathtakingly awesome stadium. We did the VIP tour, seen everything from the dressing rooms to shakiras private box. One off the bucket list and well worth the tour."
Bucket list TICK,"Reviewed May 15, 2018 ",What is a trip to Barcelona and seeing 1 name without visiting his home stadium. The city is abuzz with Messi Messi Messi. Book online to save on your entry ticket. I also found a lot of the apparel more expensive at the stadium compared...More
Lucky me,"Reviewed May 15, 2018 ","Was on my way from Valencia to Barcelona when I noticed that it was game night in Barca against Real Madrid (clasico). Bought a ticket a couple hours before the match and paid top dollar for it  :) . Saw Messi, Ronaldo, Bale and Suarez...More"
Attraction World,"Reviewed May 15, 2018 ","Booked a tour through attraction world, it was a self guided tour where you just follow the arrows which I really liked. It was a great afternoon, and I think even non football fans would enjoy it. Was a very good experience, and plenty to...More"
Stunning.,"Reviewed May 14, 2018 ","Upon arrival to the stadium it is absolutely mesmerising. The stadium it's self is and trophy room or trophy room's should I say because they have won so much are absolutely incredible. A must do for any football fan, not a bad seat in the...More"
Pilgrimage for football lovers ,"Reviewed May 13, 2018 ","If you are a football lover, then you have to go to the Camp Nou.

Very good tour, competitive pricing.

Don’t bother buying the audio guide, its useless."
Visit only if you are football fanatic,"Reviewed May 13, 2018 ","We visited camp nou on our trip to Barcelona. It also gets covered in the hop on hop off bus, though only from outside. Hence only if you are a true Barcelona fan you should visit it. Otherwise can be given a skip"
Great experience,"Reviewed May 13, 2018 ","Wonderful experience.You get to see the team museum, trophy room and history stuff from old t-shirts to a 1901 trophy.The tour covers also the locker rooms and a visit to the press room.You also get the opportunity to see the stadium from inside the VIP...More"
My husband loved this!,"Reviewed May 13, 2018 ","Of course it would have been better if a game was playing, but even visiting, & having his picture taken with a cardboard replica of Messi was fun!"
Great place!! ,"Reviewed May 13, 2018 ",Great place!! City icon. Its a must to visit this place and try to watch a match between F.C. Barcelona and somebody.
amazing exprience,"Reviewed May 13, 2018 ","me and my husband went to this stadium to see the museums and the place once and the day after we went for the el clasico match,,the stadium was attractive itself,, but at the match it was incredibly perfect. I highly recommend, the arrangement was...More"
la liga,"Reviewed May 13, 2018 ","I sow in my opinion the best ever football player Messi,and allso the great football stadium,in Europe"
Great stadium - go for a match if you can,"Reviewed May 13, 2018 ","We had the pleasure of seeing barca play Madrid at Camp Nou. A lovely stadium, amazing excitement from the crowd, 95,000+ Barca supporters, and both Messi and Roanaldo scored. A great stadium to watch football. We also did the ""camp Nou"" experience - self guided...More"
Simply WOW!,"Reviewed May 13, 2018 ","Excellent Museum which showcases the football clubs success over the years.

Went on a Saturday morning and surprisingly there wasn’t much of a queue however inside the stadium it was fairly busy with tourists.

The best part of the tour was the visit to the...More"
Wow factor,"Reviewed May 12, 2018 ","You must take the time to visit the Bernabau.
Everything you can imagine in a fantastic football club.
An absolute must see."
Camp Nou full experience.,"Reviewed May 12, 2018 ","Awesome stadium.Barcelona home. Vr experience are  excellent too.The food is quite good and the museum show so much about Barcelona legendary history. I and my family saw their changing room.Vamos Barca. We miss you legend ,Don Andres Iniesta 👏🏻❤️😍💙😭🇪🇸🏆🏆🏆🏆🏆🏆.We watch his last El Clasico.❤️😭💙."
Excellent value for money,"Reviewed May 12, 2018 ","Extensive and detailed tour lasting about two and half hours. Of course, there is nothing here for the non-football fan. but why should there be?"
Great game!,"Reviewed May 12, 2018 ","Came to watch FC Barcelona v Villa Real. 5-1. Love being near the home fans behind the goal, they really get you in the spirit when they’re singing and waving flags! What an impressive stadium."
Alot of fun,"Reviewed May 11, 2018 ","i was not aware of such history and love of a Team and a Sport, and dont forget the most recognized stadium in the world, wow, being from the United States, i didnt realize what Soccer means to the world, but here you will realize...More"
El Clasico 💕,"Reviewed May 11, 2018 ","Great atmosphere and organization! We enjoyed watching the game and even saw the buses with players before the game. The stadium was full but there was no problem getting out afterwards. 
I bought the tickets 3 days before the game on the official site of...More"
The Cathedral of Football,"Reviewed May 11, 2018 ","If you love sport, then this is the must go to place. The Camp Nou is an awe inspiring stadium. Recommend you do the tour and museum as it will help you learn more about FC Barcelona and its history. See if you can tie...More"
Great View at El Classico,"Reviewed May 11, 2018 ",It was a fantastic experience to see the game in this huge well built stadium. And it was fascinating to see how the crowds could get away from there after the game with hardly any queuing up.
Awesome for any soccer fans!,"Reviewed May 10, 2018 ","Great stadium and museum tour with audioguide (5 euro extra, but you can share them with headphones or just by turning up the volume).  The pictures you can purchase extra are a little annoying.  Very cool to be down on the field and sit in...More"
Excellent experience!!,"Reviewed May 10, 2018 ","Having toured the stadium about 20 yrs ago, my wife and I recently returned to enjoy the Camp Nou Experience whilst on a weekend break to Barcelona. We hopped off/on the Tourist Bus, which stops right outside of the stadium. We initially went on the...More"
Amazing place for Real Madrid Fans,"Reviewed May 10, 2018 ","We strongly advoce you to pre-book your tickets to avoid wasting time at ticket counter. This place is must see for all football fans. Museum, stadium and grounds are all amazing. Im not a football fan but i was there because of my husband but...More"
amazing,"Reviewed May 9, 2018 ","A must for any football fan.Wow factor experience..Agreat tour you won't regret.Access to all areas except on matchday.
Just plan in advance."
I must-see for football fans.,"Reviewed May 9, 2018 ","What a beautiful stadium!  We had lunch there, we visited the shops and found some amazing souvenirs for football fans of all ages."
