Name,Artist,Album,Genre,Size,Time,Year,Bit Rate,Sample Rate
You Got the Love,The XX feat Florence Welch,Live at Glastonbury,,7929816,330,2010,192,44100
Maps,Yeah yeah yeahs,Peel Session,Alternative Rock,3877008,192,2002,158,44100
Maps,Yeah yeah yeahs,Peel Session,Alternative Rock,3813376,192,2002,158,44100
King,Years & Years,NOW That's What I Call Music! 90,,8782847,212,2015,320,44100
King,Years & Years,NOW That’s What I Call Dance Hits 2016,Dance,8603648,212,2016,320,44100
Eyes Shut (Danny Dove Remix),Years & Years,NOW That’s What I Call Dance Hits 2016,Dance,6929721,170,2016,320,44100
Desire,Years & Years feat. Tove Lo,NOW That’s What I Call Dance Hits 2016,Dance,8233754,203,2016,320,44100
Clouds,Zach Sobiech,Clouds,,6204429,192,,256,44100
Lush Life,Zara Larsson,NOW That’s What I Call Dance Hits 2016,Dance,8200317,202,2016,320,44100
Never Forget You,Zara Larsson & Mnek,Now That's What I Call Music 59,Pop,8876366,211,2016,320,44100
Skin,Zola Jesus,Zola Jesus,,8470788,261,,256,44100
So I need you (acoustic),3 doors down,3 doors down,,6967446,215,,256,44100
Bad Guy,3OH!3,Iron Man 3: Heroes Fall,Soundtrack,7518023,185,2013,320,44100
If I Can't,50 Cent,Get rich or die tryin',,6761349,198,2003,256,44100
P.I.M.P,50 Cent,Get rich or die tryin',,6548242,255,2003,192,44100
Ayo Technology,50 Cent Feat. Justin Timberlake & Timbaland,Curtis,Hip-Hop,4391040,272,2007,128,48000
Amber,311,From Chaos,,4163482,208,,160,22050
audio_only,,,,9156083,1346,,53,32000
DNCE - Cake By The Ocean,,,,5254511,218,,192,44100
00 - Ground Control to Major Tom,,,'80s Rock,4948335,309,,128,44100
06 DNCE - Cake By The Ocean,,,,5254511,218,,192,44100
14 John Mayer - Paper Doll,,,,6193215,258,,192,44100
