age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,subscribed
53,blue-collar,married,primary,no,-1455,yes,no,unknown,23,may,169,2,-1,0,unknown,no
31,services,single,secondary,no,0,yes,no,cellular,24,jul,362,1,-1,0,unknown,no
35,services,single,secondary,no,918,yes,no,unknown,29,may,178,1,-1,0,unknown,no
26,unemployed,single,secondary,no,1,no,no,telephone,31,jul,14,20,-1,0,unknown,no
34,blue-collar,married,secondary,no,5304,yes,no,unknown,21,may,51,2,-1,0,unknown,no
51,blue-collar,married,primary,no,0,yes,yes,cellular,25,jul,946,3,-1,0,unknown,yes
39,admin.,divorced,secondary,no,284,yes,yes,cellular,16,apr,772,1,-1,0,unknown,no
34,management,single,tertiary,no,673,yes,yes,unknown,20,may,120,1,-1,0,unknown,no
32,management,single,tertiary,no,1834,yes,no,unknown,2,jun,159,1,-1,0,unknown,no
37,entrepreneur,single,secondary,no,-22,yes,no,cellular,15,may,317,1,-1,0,unknown,yes
34,management,single,tertiary,yes,621,no,no,cellular,28,aug,205,3,-1,0,unknown,no
33,management,single,secondary,no,-424,yes,no,unknown,26,may,863,1,-1,0,unknown,no
26,unemployed,single,tertiary,no,2170,no,no,cellular,3,feb,317,1,-1,0,unknown,no
36,services,married,secondary,no,1253,yes,no,cellular,11,may,135,2,-1,0,unknown,no
35,services,single,primary,no,790,no,no,cellular,8,jul,221,1,-1,0,unknown,no
61,retired,married,primary,no,296,yes,yes,unknown,3,jun,323,2,-1,0,unknown,no
22,student,single,secondary,no,249,no,no,unknown,5,sep,11,1,-1,0,unknown,no
45,technician,married,secondary,no,3241,no,no,cellular,12,aug,84,2,-1,0,unknown,no
35,blue-collar,single,secondary,no,12223,yes,yes,unknown,5,may,177,1,-1,0,unknown,no
45,technician,married,secondary,no,1003,yes,no,unknown,4,jun,71,1,-1,0,unknown,no
46,blue-collar,married,primary,no,-1,no,no,unknown,18,jun,35,3,-1,0,unknown,no
62,management,married,tertiary,no,0,no,no,cellular,13,apr,113,3,182,3,failure,no
30,blue-collar,married,primary,no,1,yes,yes,telephone,22,jul,80,2,-1,0,unknown,no
63,retired,single,tertiary,no,791,no,no,cellular,21,oct,212,2,-1,0,unknown,yes
34,management,married,tertiary,no,272,yes,no,cellular,21,jul,237,2,-1,0,unknown,no
48,management,single,tertiary,no,-295,no,yes,cellular,28,jan,121,1,190,2,failure,no
21,technician,single,secondary,no,64,yes,no,cellular,7,may,16,1,-1,0,unknown,no
53,entrepreneur,married,tertiary,no,1046,yes,yes,cellular,30,jul,50,20,-1,0,unknown,no
31,admin.,single,primary,no,-263,yes,no,unknown,3,jun,208,1,-1,0,unknown,no
46,blue-collar,married,secondary,no,229,yes,no,cellular,17,apr,191,1,-1,0,unknown,no
55,management,divorced,tertiary,no,277,no,no,cellular,12,aug,101,3,-1,0,unknown,no
45,blue-collar,married,unknown,no,248,yes,no,unknown,6,may,88,5,-1,0,unknown,no
36,management,married,tertiary,no,152,yes,no,cellular,6,may,467,2,-1,0,unknown,no
43,technician,single,unknown,no,11115,no,no,cellular,23,oct,476,1,74,2,success,yes
42,housemaid,married,secondary,no,327,no,no,cellular,14,aug,110,1,-1,0,unknown,no
36,blue-collar,married,secondary,no,420,yes,no,cellular,22,jul,58,1,-1,0,unknown,no
48,technician,single,secondary,no,434,no,no,cellular,13,aug,183,1,-1,0,unknown,no
36,services,married,secondary,no,4721,no,no,cellular,9,dec,149,3,-1,0,unknown,yes
34,services,single,tertiary,no,239,no,no,cellular,28,jan,699,2,-1,0,unknown,no
34,management,married,tertiary,no,1054,no,no,cellular,11,aug,101,3,-1,0,unknown,no
55,blue-collar,married,primary,no,82,yes,no,unknown,8,may,292,2,-1,0,unknown,no
51,unemployed,married,secondary,no,2254,no,no,cellular,12,aug,83,3,-1,0,unknown,no
29,blue-collar,married,secondary,no,-478,no,yes,cellular,8,jul,528,2,-1,0,unknown,no
37,blue-collar,married,primary,no,-137,yes,no,cellular,15,may,800,5,-1,0,unknown,no
24,blue-collar,single,primary,no,145,yes,no,cellular,15,may,520,1,345,1,failure,no
25,technician,single,tertiary,no,800,yes,no,unknown,13,may,151,4,-1,0,unknown,no
48,admin.,married,secondary,no,359,yes,no,unknown,7,may,374,1,-1,0,unknown,no
25,admin.,single,secondary,no,19,no,no,cellular,10,jul,133,1,-1,0,unknown,no
28,technician,single,secondary,no,1363,no,no,cellular,9,jun,431,3,102,1,success,no
38,management,married,tertiary,no,184,no,no,cellular,6,aug,224,2,-1,0,unknown,no
30,management,single,tertiary,no,317,no,no,cellular,12,aug,134,8,-1,0,unknown,no
39,management,married,tertiary,no,12,yes,no,unknown,23,may,130,1,-1,0,unknown,no
37,technician,married,secondary,no,101,no,no,cellular,17,jul,130,1,-1,0,unknown,no
34,management,single,tertiary,no,2015,no,no,unknown,21,may,388,1,-1,0,unknown,no
45,unemployed,married,secondary,no,736,no,no,unknown,20,jun,13,2,-1,0,unknown,no
64,retired,divorced,secondary,no,630,no,no,cellular,21,aug,97,1,-1,0,unknown,no
31,unemployed,divorced,secondary,no,1144,yes,no,cellular,8,may,65,2,367,1,failure,no
49,technician,divorced,secondary,no,95,yes,no,cellular,8,may,90,1,-1,0,unknown,no
31,admin.,single,secondary,no,0,no,no,telephone,29,jan,528,3,-1,0,unknown,no
33,management,married,tertiary,no,22867,yes,no,cellular,10,feb,165,1,92,5,success,no
37,blue-collar,married,primary,no,190,yes,no,cellular,14,may,17,6,-1,0,unknown,no
55,retired,married,secondary,no,4194,no,yes,telephone,30,jul,208,3,-1,0,unknown,no
43,blue-collar,married,primary,no,4581,yes,no,cellular,20,nov,329,2,-1,0,unknown,no
58,retired,single,primary,no,6570,no,no,cellular,21,jul,106,3,-1,0,unknown,no
46,unemployed,married,primary,no,1,yes,no,cellular,31,jul,43,2,-1,0,unknown,no
39,blue-collar,married,secondary,no,1367,no,no,unknown,12,jun,43,1,-1,0,unknown,no
26,blue-collar,single,secondary,no,428,no,yes,cellular,7,jul,575,1,-1,0,unknown,no
55,admin.,single,secondary,no,802,yes,yes,unknown,5,may,100,2,-1,0,unknown,no
29,admin.,single,tertiary,no,507,yes,no,unknown,20,jun,20,33,-1,0,unknown,no
52,technician,married,secondary,no,83,no,no,telephone,22,jul,135,3,-1,0,unknown,no
41,management,single,secondary,no,1286,yes,no,telephone,17,nov,661,4,-1,0,unknown,no
35,blue-collar,married,secondary,no,2074,no,no,cellular,6,feb,183,4,-1,0,unknown,no
38,services,single,primary,no,556,yes,no,unknown,12,jun,113,1,-1,0,unknown,no
43,management,married,secondary,no,2411,yes,no,cellular,11,aug,124,7,-1,0,unknown,no
43,housemaid,married,primary,no,0,no,yes,cellular,17,nov,836,1,129,2,failure,no
36,management,single,tertiary,no,1339,yes,no,cellular,11,jul,136,1,-1,0,unknown,no
32,technician,single,secondary,no,90,no,no,cellular,22,aug,278,2,-1,0,unknown,no
60,management,divorced,primary,no,21,no,yes,telephone,14,jul,113,3,-1,0,unknown,no
42,blue-collar,married,secondary,no,0,yes,no,cellular,21,nov,328,6,-1,0,unknown,no
42,blue-collar,married,unknown,no,132,yes,no,unknown,6,may,238,1,-1,0,unknown,no
56,services,married,secondary,no,1150,no,yes,cellular,17,nov,107,1,117,3,failure,no
32,admin.,single,secondary,no,2326,yes,no,unknown,20,jun,62,3,-1,0,unknown,no
43,entrepreneur,married,primary,no,526,yes,no,unknown,7,may,79,4,-1,0,unknown,no
26,services,married,secondary,no,25,no,no,cellular,9,jul,94,1,-1,0,unknown,no
34,management,single,secondary,no,516,yes,no,cellular,28,jul,292,2,-1,0,unknown,no
59,management,married,secondary,no,0,no,yes,cellular,10,jul,60,1,-1,0,unknown,no
60,blue-collar,divorced,secondary,no,1310,no,no,unknown,7,may,152,2,-1,0,unknown,no
25,admin.,single,secondary,no,1871,no,no,cellular,4,jun,136,1,-1,0,unknown,yes
43,blue-collar,married,primary,no,7727,yes,no,unknown,15,may,302,8,-1,0,unknown,no
36,admin.,married,secondary,no,1867,yes,yes,unknown,27,may,243,2,-1,0,unknown,no
51,retired,married,secondary,no,3003,yes,no,cellular,7,jul,149,3,-1,0,unknown,no
59,housemaid,married,secondary,no,345,no,no,unknown,9,jun,38,1,-1,0,unknown,no
54,retired,divorced,primary,no,477,yes,no,unknown,19,may,335,4,-1,0,unknown,no
40,blue-collar,married,primary,no,278,yes,no,unknown,23,may,1015,3,-1,0,unknown,yes
70,retired,divorced,primary,no,4531,no,no,cellular,18,may,445,1,-1,0,unknown,no
56,entrepreneur,divorced,secondary,no,179,no,no,cellular,14,aug,47,2,-1,0,unknown,no
43,management,single,tertiary,no,0,no,no,cellular,11,aug,155,2,-1,0,unknown,no
30,admin.,single,tertiary,no,261,no,no,cellular,19,oct,233,1,137,20,failure,no
43,blue-collar,married,primary,yes,-635,yes,no,unknown,20,may,37,9,-1,0,unknown,no
44,management,married,secondary,no,-1746,yes,no,unknown,20,jun,218,1,-1,0,unknown,no
32,housemaid,married,primary,no,163,no,no,cellular,13,aug,132,2,-1,0,unknown,no
32,blue-collar,married,primary,no,-94,yes,yes,cellular,11,may,308,1,-1,0,unknown,no
32,admin.,single,secondary,no,197,no,no,cellular,28,jan,205,3,-1,0,unknown,no
62,technician,married,secondary,no,973,no,no,cellular,2,feb,326,1,-1,0,unknown,yes
33,blue-collar,divorced,primary,no,-53,yes,no,unknown,26,may,369,1,-1,0,unknown,no
32,blue-collar,married,secondary,no,1005,no,no,cellular,12,may,215,1,-1,0,unknown,no
35,technician,single,secondary,no,3490,yes,no,cellular,29,aug,643,2,-1,0,unknown,yes
38,admin.,single,secondary,no,-327,no,no,cellular,22,jul,345,5,-1,0,unknown,no
44,blue-collar,married,secondary,no,594,no,no,unknown,11,jun,340,1,-1,0,unknown,no
40,blue-collar,single,primary,no,45,yes,yes,cellular,14,jul,106,4,-1,0,unknown,no
39,management,single,tertiary,no,572,yes,no,cellular,31,jul,153,20,-1,0,unknown,no
43,services,divorced,secondary,no,266,yes,yes,cellular,20,apr,79,1,152,1,failure,no
29,blue-collar,married,secondary,no,721,yes,no,cellular,23,jul,644,1,-1,0,unknown,no
32,management,single,tertiary,no,1373,yes,no,unknown,21,may,474,2,-1,0,unknown,no
34,admin.,married,secondary,no,3185,yes,no,unknown,13,may,520,1,-1,0,unknown,no
36,blue-collar,divorced,secondary,no,2843,no,no,cellular,14,aug,186,1,-1,0,unknown,yes
34,technician,single,secondary,no,347,yes,no,cellular,24,jul,947,6,-1,0,unknown,no
37,technician,divorced,secondary,no,5733,yes,no,cellular,7,aug,105,4,-1,0,unknown,no
37,services,married,secondary,no,4954,yes,no,cellular,14,may,290,4,356,3,other,no
25,technician,married,secondary,no,-559,yes,no,cellular,14,jul,189,3,-1,0,unknown,no
58,blue-collar,married,primary,no,5445,yes,no,cellular,14,apr,391,1,-1,0,unknown,no
37,services,married,secondary,no,0,yes,no,cellular,22,jul,272,1,-1,0,unknown,no
47,admin.,single,tertiary,no,1192,yes,no,unknown,15,may,217,2,-1,0,unknown,no
35,admin.,married,secondary,no,786,no,yes,cellular,25,jul,322,1,-1,0,unknown,no
49,blue-collar,single,secondary,no,725,yes,no,cellular,13,may,29,6,348,4,other,no
34,services,single,tertiary,no,3119,no,no,cellular,16,oct,306,1,-1,0,unknown,yes
34,services,married,secondary,no,0,yes,no,cellular,21,nov,248,1,-1,0,unknown,no
19,student,single,secondary,no,424,no,no,cellular,30,jun,121,3,195,2,other,no
64,retired,married,secondary,no,466,yes,no,cellular,18,oct,526,1,-1,0,unknown,yes
35,technician,married,secondary,no,327,yes,no,cellular,13,apr,537,3,-1,0,unknown,no
45,entrepreneur,married,tertiary,no,2185,yes,no,cellular,19,nov,167,4,-1,0,unknown,no
46,management,married,unknown,no,3082,no,no,telephone,4,may,157,3,-1,0,unknown,no
58,technician,married,secondary,no,1463,yes,no,cellular,12,aug,110,3,-1,0,unknown,no
22,student,single,secondary,no,144,no,no,cellular,21,aug,116,1,-1,0,unknown,yes
42,housemaid,married,primary,no,83,no,yes,cellular,7,aug,184,1,-1,0,unknown,no
43,housemaid,single,primary,no,103,no,no,unknown,17,jun,198,1,-1,0,unknown,no
31,technician,single,unknown,no,187,no,no,cellular,17,jul,86,1,-1,0,unknown,no
48,admin.,divorced,secondary,no,162,yes,no,cellular,12,may,83,1,368,4,failure,no
50,technician,married,secondary,no,1824,yes,no,telephone,13,aug,767,8,-1,0,unknown,no
35,unknown,married,tertiary,no,1260,no,no,cellular,11,aug,204,9,-1,0,unknown,no
49,management,married,tertiary,no,629,no,no,cellular,19,aug,431,4,-1,0,unknown,no
31,management,single,tertiary,no,3283,no,no,cellular,21,nov,377,1,-1,0,unknown,no
54,entrepreneur,single,tertiary,no,5417,yes,no,cellular,3,apr,376,1,-1,0,unknown,no
33,management,single,tertiary,no,112,no,no,cellular,22,aug,112,4,-1,0,unknown,no
44,entrepreneur,divorced,secondary,no,1,no,no,cellular,31,jul,388,4,-1,0,unknown,no
33,admin.,married,secondary,no,353,yes,no,cellular,19,nov,107,2,-1,0,unknown,no
36,technician,single,secondary,no,210,no,no,cellular,2,feb,65,1,-1,0,unknown,no
45,technician,married,secondary,no,34,no,no,telephone,27,aug,96,7,-1,0,unknown,no
56,blue-collar,married,secondary,no,3460,yes,no,cellular,3,jul,897,3,-1,0,unknown,no
28,admin.,married,secondary,no,172,yes,no,cellular,19,oct,123,2,-1,0,unknown,no
32,technician,married,secondary,no,-300,no,no,cellular,28,aug,226,9,-1,0,unknown,no
55,management,married,tertiary,no,1267,yes,no,unknown,30,may,82,2,-1,0,unknown,no
60,management,married,tertiary,no,340,no,yes,cellular,10,jul,361,2,-1,0,unknown,no
27,housemaid,married,secondary,yes,65,yes,yes,cellular,17,jul,59,1,-1,0,unknown,no
42,admin.,married,secondary,no,645,yes,yes,cellular,11,jul,42,2,-1,0,unknown,no
36,blue-collar,married,primary,no,0,no,no,telephone,9,jul,39,1,-1,0,unknown,no
52,unemployed,divorced,tertiary,no,0,no,no,unknown,19,jun,297,1,-1,0,unknown,no
40,blue-collar,married,primary,no,669,yes,no,unknown,26,may,161,3,-1,0,unknown,no
47,blue-collar,married,primary,no,430,no,no,unknown,8,may,89,8,-1,0,unknown,no
61,retired,married,primary,no,1742,no,no,cellular,11,sep,90,4,-1,0,unknown,no
29,blue-collar,married,secondary,no,247,no,yes,cellular,7,jul,199,1,-1,0,unknown,no
29,admin.,single,secondary,no,1992,no,no,cellular,12,apr,119,2,-1,0,unknown,no
48,management,married,secondary,no,268,yes,no,cellular,28,jul,458,7,-1,0,unknown,yes
29,student,single,unknown,no,2929,no,no,cellular,5,may,232,1,89,4,other,yes
43,management,divorced,tertiary,no,2367,no,no,cellular,22,sep,83,1,113,3,success,yes
28,blue-collar,single,secondary,no,524,yes,no,cellular,6,may,554,2,-1,0,unknown,yes
57,technician,married,unknown,no,2610,no,no,telephone,3,feb,258,2,-1,0,unknown,no
44,technician,single,tertiary,no,678,no,no,cellular,3,feb,111,1,124,2,other,no
31,management,married,tertiary,no,2994,yes,no,cellular,10,nov,182,1,229,2,failure,no
42,management,married,secondary,no,4314,no,no,cellular,7,jul,214,1,-1,0,unknown,no
40,services,married,secondary,no,-345,yes,no,cellular,24,jul,39,2,-1,0,unknown,no
24,services,married,tertiary,no,0,yes,no,unknown,27,may,299,1,-1,0,unknown,no
46,management,married,tertiary,no,189,yes,no,cellular,17,nov,111,1,-1,0,unknown,no
38,technician,married,secondary,no,226,yes,no,unknown,30,may,762,3,-1,0,unknown,yes
33,management,married,primary,no,262,yes,no,cellular,14,may,386,3,-1,0,unknown,no
54,management,married,tertiary,no,0,yes,no,cellular,24,jul,140,2,-1,0,unknown,no
37,blue-collar,married,secondary,no,1407,yes,no,cellular,21,nov,14,7,-1,0,unknown,no
34,technician,single,tertiary,yes,-6,no,no,cellular,28,aug,79,8,-1,0,unknown,no
47,blue-collar,married,secondary,no,2173,yes,no,cellular,30,apr,189,3,344,5,failure,no
38,management,single,tertiary,no,6490,no,no,telephone,10,nov,125,1,-1,0,unknown,no
37,admin.,married,secondary,no,1415,yes,no,cellular,12,may,214,2,-1,0,unknown,no
30,technician,single,secondary,no,3,no,no,cellular,22,aug,198,2,-1,0,unknown,no
44,admin.,married,tertiary,no,348,yes,yes,cellular,16,feb,170,2,-1,0,unknown,yes
53,retired,divorced,secondary,no,-24,no,no,unknown,11,jun,303,1,-1,0,unknown,no
37,technician,married,secondary,no,427,yes,yes,unknown,27,may,335,3,-1,0,unknown,no
46,blue-collar,married,secondary,no,211,yes,no,cellular,14,jul,36,2,-1,0,unknown,no
31,blue-collar,married,secondary,no,864,yes,yes,cellular,13,may,127,1,-1,0,unknown,no
41,admin.,married,secondary,no,125,no,no,cellular,7,jul,244,4,-1,0,unknown,no
31,entrepreneur,married,secondary,no,10,yes,yes,cellular,29,jan,161,3,188,9,failure,no
32,management,single,tertiary,no,643,no,no,cellular,22,oct,287,1,-1,0,unknown,no
36,admin.,single,secondary,no,506,yes,no,cellular,8,may,208,4,-1,0,unknown,no
38,technician,married,secondary,no,1448,yes,no,cellular,20,nov,415,1,-1,0,unknown,no
59,blue-collar,married,secondary,no,32,yes,no,cellular,18,may,201,5,-1,0,unknown,no
45,management,single,secondary,no,142,no,yes,cellular,6,aug,99,4,-1,0,unknown,no
31,blue-collar,married,secondary,no,664,yes,yes,unknown,21,may,987,3,-1,0,unknown,no
51,management,married,tertiary,no,9864,no,no,cellular,26,aug,69,4,-1,0,unknown,no
30,technician,married,secondary,no,13,yes,yes,cellular,24,jul,205,1,-1,0,unknown,no
36,blue-collar,married,primary,no,856,yes,no,cellular,31,jul,39,10,-1,0,unknown,no
28,management,married,tertiary,no,9664,yes,no,cellular,24,jul,497,2,-1,0,unknown,no
38,management,married,secondary,no,242,no,no,cellular,17,nov,88,2,-1,0,unknown,no
52,management,married,primary,no,0,no,no,unknown,5,jun,85,3,-1,0,unknown,no
36,blue-collar,married,secondary,no,418,yes,yes,cellular,13,may,132,2,-1,0,unknown,no
25,admin.,single,secondary,no,289,yes,no,cellular,21,jul,127,3,-1,0,unknown,no
49,admin.,married,secondary,no,0,yes,yes,cellular,29,jul,71,7,-1,0,unknown,no
38,admin.,single,secondary,no,2329,yes,no,cellular,29,jan,261,1,-1,0,unknown,no
53,housemaid,divorced,primary,no,2253,yes,no,cellular,24,jul,135,1,-1,0,unknown,no
47,technician,married,secondary,no,-3,no,yes,unknown,9,jul,197,1,-1,0,unknown,no
37,blue-collar,married,primary,no,253,yes,no,unknown,19,jun,145,2,-1,0,unknown,no
32,services,single,secondary,no,6857,no,no,cellular,6,aug,85,1,185,1,failure,no
32,admin.,married,secondary,no,51,yes,yes,cellular,14,jan,203,1,87,2,other,yes
19,student,single,unknown,no,108,no,no,cellular,10,aug,168,1,182,2,success,yes
38,blue-collar,married,secondary,no,4586,yes,no,unknown,8,may,784,1,-1,0,unknown,no
42,technician,divorced,secondary,no,-593,no,no,cellular,28,jan,69,1,-1,0,unknown,no
40,management,divorced,tertiary,no,390,no,no,cellular,29,jul,80,3,-1,0,unknown,no
52,services,married,secondary,no,393,yes,yes,cellular,28,jan,446,1,182,8,failure,no
31,management,married,tertiary,no,357,yes,no,cellular,28,aug,104,5,-1,0,unknown,no
87,retired,married,primary,no,2190,no,no,telephone,12,jan,512,2,-1,0,unknown,yes
45,technician,married,secondary,no,5749,no,no,telephone,25,may,180,1,-1,0,unknown,no
35,management,single,tertiary,no,992,no,yes,cellular,1,sep,238,1,-1,0,unknown,yes
27,blue-collar,single,primary,no,377,no,no,cellular,19,feb,645,2,-1,0,unknown,yes
49,admin.,married,tertiary,no,8413,no,no,cellular,19,aug,131,6,-1,0,unknown,no
59,self-employed,married,tertiary,no,185,no,no,cellular,22,jun,177,5,138,1,failure,no
41,blue-collar,single,secondary,no,-329,no,yes,cellular,8,jul,426,3,-1,0,unknown,no
47,admin.,married,secondary,no,5401,no,no,cellular,19,aug,824,2,-1,0,unknown,no
28,admin.,single,secondary,no,2831,yes,no,unknown,9,may,211,3,-1,0,unknown,no
31,admin.,married,secondary,no,0,yes,no,cellular,24,jul,137,1,-1,0,unknown,no
35,management,married,tertiary,no,171,no,no,cellular,29,aug,204,2,-1,0,unknown,no
30,technician,married,tertiary,no,2283,no,no,cellular,7,aug,74,2,-1,0,unknown,no
40,services,divorced,secondary,no,1927,yes,no,unknown,15,may,62,1,-1,0,unknown,no
42,blue-collar,single,primary,no,92,no,no,cellular,30,jul,86,2,-1,0,unknown,no
48,management,divorced,tertiary,no,108,yes,no,unknown,27,may,89,2,-1,0,unknown,no
31,admin.,single,secondary,no,1,no,no,cellular,9,jul,236,1,-1,0,unknown,no
39,blue-collar,married,secondary,no,576,yes,no,cellular,8,may,212,1,-1,0,unknown,no
34,entrepreneur,single,tertiary,yes,1709,no,yes,cellular,18,nov,288,1,-1,0,unknown,no
31,admin.,married,secondary,no,799,yes,no,cellular,7,may,556,3,-1,0,unknown,no
33,admin.,single,secondary,no,3160,no,no,unknown,18,jun,719,13,-1,0,unknown,no
45,blue-collar,married,primary,no,333,yes,no,unknown,13,may,160,3,-1,0,unknown,no
27,management,single,tertiary,no,8,no,no,telephone,8,jan,176,2,-1,0,unknown,no
32,technician,single,tertiary,no,1212,yes,no,unknown,23,may,463,2,-1,0,unknown,no
40,blue-collar,married,primary,no,2129,yes,no,cellular,20,apr,1156,3,-1,0,unknown,no
35,admin.,married,secondary,no,-85,no,no,cellular,2,mar,136,6,-1,0,unknown,no
38,management,single,unknown,no,715,yes,no,cellular,2,apr,951,1,132,3,failure,no
43,blue-collar,married,secondary,no,1109,yes,no,unknown,14,may,160,2,-1,0,unknown,no
34,management,married,secondary,no,-294,yes,no,unknown,27,may,532,2,-1,0,unknown,no
44,services,single,secondary,no,106,no,no,unknown,12,jun,109,2,-1,0,unknown,no
52,housemaid,married,primary,no,0,no,yes,cellular,9,jul,266,1,-1,0,unknown,no
28,services,single,secondary,no,-116,no,yes,cellular,4,jul,276,1,-1,0,unknown,no
41,technician,single,secondary,no,32,yes,no,cellular,7,may,162,1,-1,0,unknown,no
35,blue-collar,married,secondary,no,-557,yes,yes,unknown,21,may,249,1,-1,0,unknown,no
53,housemaid,married,primary,no,362,no,no,cellular,28,jul,1169,2,-1,0,unknown,yes
53,entrepreneur,married,unknown,no,19850,no,no,unknown,6,jun,86,1,-1,0,unknown,no
63,retired,married,secondary,no,708,no,no,cellular,17,nov,168,2,-1,0,unknown,no
30,admin.,married,secondary,no,-366,yes,yes,unknown,3,jun,102,1,-1,0,unknown,no
31,management,single,tertiary,no,7554,no,no,telephone,29,aug,51,1,-1,0,unknown,no
36,admin.,single,secondary,no,507,yes,no,cellular,18,may,264,1,300,2,success,no
48,services,single,unknown,no,5095,yes,no,unknown,16,jun,71,1,-1,0,unknown,no
27,technician,married,secondary,no,7,yes,no,unknown,15,may,98,2,-1,0,unknown,no
45,management,divorced,tertiary,no,-255,yes,yes,unknown,28,may,128,2,-1,0,unknown,no
37,technician,single,tertiary,no,5122,yes,no,unknown,20,may,396,1,-1,0,unknown,no
41,admin.,divorced,tertiary,no,-298,yes,no,cellular,5,may,397,1,-1,0,unknown,no
31,management,married,tertiary,no,131,no,no,cellular,18,feb,332,2,-1,0,unknown,yes
31,blue-collar,single,secondary,yes,-535,yes,no,cellular,25,jul,163,1,-1,0,unknown,no
53,technician,married,tertiary,no,395,no,no,cellular,29,oct,136,1,148,1,failure,yes
55,retired,married,secondary,no,103,yes,yes,cellular,17,nov,57,1,-1,0,unknown,no
36,technician,married,tertiary,no,0,no,no,cellular,22,aug,147,2,-1,0,unknown,no
58,entrepreneur,married,primary,no,124,yes,no,cellular,7,jul,293,7,-1,0,unknown,no
55,blue-collar,married,primary,no,332,yes,no,unknown,8,may,318,2,-1,0,unknown,no
55,technician,married,tertiary,no,1320,no,no,cellular,28,apr,387,2,-1,0,unknown,yes
48,blue-collar,married,primary,no,147,no,no,cellular,19,aug,158,8,-1,0,unknown,no
40,unemployed,married,primary,no,557,yes,no,unknown,28,may,173,1,-1,0,unknown,no
30,blue-collar,married,secondary,no,2583,yes,no,cellular,14,may,436,3,-1,0,unknown,no
32,management,divorced,tertiary,no,883,yes,no,cellular,10,dec,798,1,185,5,other,yes
34,admin.,single,secondary,no,852,no,no,cellular,14,apr,108,2,-1,0,unknown,no
35,blue-collar,single,secondary,no,5,no,no,unknown,19,may,268,3,-1,0,unknown,no
64,retired,married,tertiary,no,846,no,no,cellular,11,feb,671,1,181,3,failure,yes
34,admin.,single,secondary,no,718,yes,no,cellular,29,jan,169,1,-1,0,unknown,no
38,housemaid,divorced,secondary,no,216,no,no,cellular,7,jul,97,3,-1,0,unknown,no
31,technician,single,secondary,no,1,no,no,cellular,22,aug,107,2,-1,0,unknown,no
43,housemaid,married,primary,no,94,no,no,cellular,23,jul,35,9,-1,0,unknown,no
45,management,married,tertiary,no,-687,yes,yes,unknown,18,jun,92,2,-1,0,unknown,no
40,management,single,unknown,no,838,yes,no,unknown,12,may,619,3,-1,0,unknown,no
39,technician,married,secondary,no,-241,yes,yes,cellular,7,jul,337,4,-1,0,unknown,no
27,services,single,secondary,no,955,no,no,cellular,23,apr,206,1,-1,0,unknown,yes
33,self-employed,single,secondary,no,238,yes,yes,cellular,5,feb,45,5,-1,0,unknown,no
35,technician,single,secondary,no,391,no,no,cellular,21,nov,152,1,-1,0,unknown,no
43,blue-collar,married,unknown,no,-19,no,yes,unknown,20,jun,241,2,-1,0,unknown,no
26,blue-collar,married,secondary,no,1128,yes,yes,unknown,27,jun,111,3,-1,0,unknown,no
38,blue-collar,married,primary,no,346,no,no,cellular,6,feb,15,3,9,3,other,no
28,management,single,unknown,no,560,no,no,cellular,2,jun,135,1,-1,0,unknown,no
34,admin.,single,tertiary,no,4254,yes,no,cellular,21,nov,714,1,-1,0,unknown,yes
57,retired,married,primary,no,808,no,no,telephone,7,jul,274,1,-1,0,unknown,no
42,management,married,tertiary,no,-1485,yes,no,unknown,29,may,221,2,-1,0,unknown,no
28,services,married,secondary,no,38,yes,no,cellular,18,may,16,5,355,3,other,no
52,management,married,tertiary,no,1564,yes,no,cellular,17,jul,493,1,-1,0,unknown,no
45,blue-collar,married,primary,no,377,no,no,cellular,28,aug,26,23,-1,0,unknown,no
54,blue-collar,married,unknown,no,-361,yes,no,unknown,26,may,227,1,-1,0,unknown,no
54,self-employed,divorced,tertiary,no,3952,no,no,unknown,6,jun,28,6,-1,0,unknown,no
30,management,single,tertiary,no,54,yes,yes,cellular,19,nov,192,1,177,3,failure,no
36,services,married,secondary,no,0,no,no,cellular,30,jul,843,2,-1,0,unknown,yes
41,management,married,secondary,no,0,no,no,cellular,31,jul,83,2,-1,0,unknown,no
40,admin.,married,secondary,no,260,yes,no,cellular,13,may,306,1,181,5,success,yes
34,blue-collar,single,secondary,no,2764,yes,no,cellular,13,may,158,1,357,1,failure,no
58,entrepreneur,married,secondary,no,2429,no,yes,unknown,20,may,446,7,-1,0,unknown,no
93,retired,married,unknown,no,775,no,no,cellular,22,jul,860,2,177,7,success,yes
58,blue-collar,married,secondary,no,8195,yes,no,cellular,16,apr,104,1,332,2,failure,no
43,blue-collar,married,primary,no,2605,yes,no,unknown,15,may,347,4,-1,0,unknown,no
45,technician,married,tertiary,no,970,no,no,cellular,7,aug,216,4,-1,0,unknown,no
37,blue-collar,married,secondary,no,771,yes,no,cellular,11,may,262,2,367,4,failure,no
42,services,married,primary,no,2567,yes,no,unknown,19,may,401,2,-1,0,unknown,no
26,blue-collar,married,secondary,no,1702,yes,yes,cellular,18,may,21,1,-1,0,unknown,no
45,technician,married,secondary,no,89,yes,no,cellular,30,apr,73,2,350,2,failure,no
